Condition|Title|Link|Discounted Price|Original Price|Discount|Image
Sale|Princess Connect! Re:Dive Kokkoro 6-star 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-140952|20,944 JPY|29,920 JPY|30.0%|https://img.amiami.com/images/product/main/222/FIGURE-140952.jpg
Sale|Re:ZERO -Starting Life in Another World- Rem Country Dress ver. 1/7 Scale Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-152004|19,250 JPY|27,500 JPY|30.0%|https://img.amiami.com/images/product/main/231/FIGURE-152004.jpg
Sale|"Ranma 1/2" Original Manga Shampoo 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-179523|18,480 JPY|26,400 JPY|30.0%|https://img.amiami.com/images/product/main/244/FIGURE-179523.jpg
Sale|"Cake Fairies Matcha" illustration by aruk 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-189624|21,175 JPY|30,250 JPY|30.0%|https://img.amiami.com/images/product/main/253/FIGURE-189624.jpg
Sale|The Quintessential Quintuplets 2 Yotsuba Nakano -Shiromuku- 1/7 Scale Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-137663|16,786 JPY|23,980 JPY|30.0%|https://img.amiami.com/images/product/main/221/FIGURE-137663.jpg
Sale|BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense. 2 Maple Original Armor ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-151126|25,564 JPY|36,520 JPY|30.0%|https://img.amiami.com/images/product/main/231/FIGURE-151126.jpg
Sale|"Macross Frontier" Sheryl Nome -Tsukuyomi Ver.- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-160181|26,950 JPY|38,500 JPY|30.0%|https://img.amiami.com/images/product/main/233/FIGURE-160181.jpg
Sale|Princess Connect! Re:Dive Karyl 6-Star 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-136918|20,944 JPY|29,920 JPY|30.0%|https://img.amiami.com/images/product/main/221/FIGURE-136918.jpg
Sale|PARQUET "Ibaraki Rino" 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-185243|18,865 JPY|26,950 JPY|30.0%|https://img.amiami.com/images/product/main/252/FIGURE-185243.jpg
Sale|TV Anime "Atelier Ryza: Ever Darkness & the Secret Hideout" 1/7 Reisalin Stout Nightclothes ver. Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-182728|15,400 JPY|22,000 JPY|30.0%|https://img.amiami.com/images/product/main/251/FIGURE-182728.jpg
Sale|Isekai Ojisan Elf Dress ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-148452|20,790 JPY|29,700 JPY|30.0%|https://img.amiami.com/images/product/main/224/FIGURE-148452.jpg
Sale|Sword Art Online the Movie Progressive: Scherzo of Deep Night Asuna 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-170592|15,246 JPY|21,780 JPY|30.0%|https://img.amiami.com/images/product/main/242/FIGURE-170592.jpg
Sale|Love Live! Nijigasaki High School Idol Club Emma Verde 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-181995|17,710 JPY|25,300 JPY|30.0%|https://img.amiami.com/images/product/main/251/FIGURE-181995.jpg
Sale|Penguindrum Princess of the Crystal -10th Anniversary- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-139640|19,866 JPY|28,380 JPY|30.0%|https://img.amiami.com/images/product/main/222/FIGURE-139640.jpg
Sale|Princess Connect! Re: Dive Pecorine Star 6 1/7 Scale Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-135912|20,944 JPY|29,920 JPY|30.0%|https://img.amiami.com/images/product/main/221/FIGURE-135912.jpg
Sale|A Certain Magical Index Misaka 10032 1/7 scale figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-152773|15,400 JPY|22,000 JPY|30.0%|https://img.amiami.com/images/product/main/231/FIGURE-152773.jpg
Sale|TV Anime "Kaguya-sama: Love Is War? -The Geniuses' War of Love and Brains-" Chika Fujiwara Christmas Present Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-140129|19,096 JPY|27,280 JPY|30.0%|https://img.amiami.com/images/product/main/222/FIGURE-140129.jpg
Sale|KDcolle KAMITSUBAKI CITY UNDER CONSTRUCTION - Kafu Morisaki 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-196231|17,325 JPY|24,750 JPY|30.0%|https://img.amiami.com/images/product/main/254/FIGURE-196231.jpg
Sale|Nito Wai 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-180179|15,400 JPY|22,000 JPY|30.0%|https://img.amiami.com/images/product/main/244/FIGURE-180179.jpg
Sale|NIJISANJI Tsukino Mito 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-172793|16,170 JPY|23,100 JPY|30.0%|https://img.amiami.com/images/product/main/243/FIGURE-172793.jpg
Sale|SHAMAN KING Iron Maiden Jeanne 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-136716|26,796 JPY|38,280 JPY|30.0%|https://img.amiami.com/images/product/main/221/FIGURE-136716.jpg
Sale|Akami Karubi 1/7 Scale Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-170762|15,400 JPY|22,000 JPY|30.0%|https://img.amiami.com/images/product/main/242/FIGURE-170762.jpg
Sale|Yuri Is My Job! Mitsuki Ayanokoji 1/7 Scale Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-154315|13,398 JPY|19,140 JPY|30.0%|https://img.amiami.com/images/product/main/232/FIGURE-154315.jpg
Sale|"Jujutsu Kaisen" Panda 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-158448|20,790 JPY|29,700 JPY|30.0%|https://img.amiami.com/images/product/main/233/FIGURE-158448.jpg
Sale|[Bonus] PLATONICA Illustrated by Tiv 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-145074|12,320 JPY|17,600 JPY|30.0%|https://img.amiami.com/images/product/main/223/FIGURE-145074.jpg
Sale|Sword Art Online the Movie Progressive: Scherzo of Deep Night Kirito 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-170591|15,246 JPY|21,780 JPY|30.0%|https://img.amiami.com/images/product/main/242/FIGURE-170591.jpg
Sale|My Master Has No Tail Daikokutei Bunko 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-147548|20,944 JPY|29,920 JPY|30.0%|https://img.amiami.com/images/product/main/224/FIGURE-147548.jpg
Sale|Yuri Is My Job! Hime Shirasagi 1/7 Scale Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-154316|13,398 JPY|19,140 JPY|30.0%|https://img.amiami.com/images/product/main/232/FIGURE-154316.jpg
Sale|My Master Has No Tail Daikokutei Mameda 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-147547|20,944 JPY|29,920 JPY|30.0%|https://img.amiami.com/images/product/main/224/FIGURE-147547.jpg
Pre-owned|Mushoku Tensei: Jobless Reincarnation II -Isekai Ittara Honki Dasu- Sylphiette Greyrat Changing mode 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-185586-R|12,980 JPY|18,480 JPY|29.76%|https://img.amiami.com/images/product/main/252/FIGURE-185586.jpg
Pre-owned|Saekano: How to Raise a Boring Girlfriend Flat - Utaha Kasumigaoka -Okigaechuu- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-033197-R|10,780 JPY|15,278 JPY|29.44%|https://img.amiami.com/images/product/main/173/FIGURE-033197.jpg
Pre-owned|[Bonus] Huang Qi 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-164896-R|13,980 JPY|19,800 JPY|29.39%|https://img.amiami.com/images/product/main/241/FIGURE-164896.jpg
Pre-owned|[Bonus] Yu-Gi-Oh! Card Game Monster Figure Collection Eria the Water Charmer 1/7 Complete Figure (Kotobukiya Shop Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-164942-R|13,980 JPY|19,800 JPY|29.39%|https://img.amiami.com/images/product/main/241/FIGURE-164942.jpg
Pre-owned|Kantai Collection -Kan Colle- Shokaku Kai-II 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-018777-R|9,980 JPY|14,080 JPY|29.12%|https://img.amiami.com/images/product/main/162/FIGURE-018777.jpg
Pre-owned|Love Live! Hasunosora Girls' High School Idol Club Megumi Fujishima 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-183700-R|17,980 JPY|25,300 JPY|28.93%|https://img.amiami.com/images/product/main/251/FIGURE-183700.jpg
Pre-owned|Fate/Grand Order Caster/Altria Caster 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-170086-R|19,780 JPY|27,800 JPY|28.85%|https://img.amiami.com/images/product/main/242/FIGURE-170086.jpg
Pre-owned|Toaru Kagaku no Railgun Mikoto Misaka -Beach Side- Renewal Package 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-042569-R|6,910 JPY|9,680 JPY|28.62%|https://img.amiami.com/images/product/main/183/FIGURE-042569.jpg
Pre-owned|Goblin Slayer II Priestess: Bikini Armor Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-183204-R|19,480 JPY|27,280 JPY|28.59%|https://img.amiami.com/images/product/main/251/FIGURE-183204.jpg
Pre-owned|KDcolle "Re:ZERO -Starting Life in Another World-" Ram / Rem Birthday 2021 Ver. Celebration Set 1/7 Complete Figures|https://www.amiami.com/eng/detail/?gcode=FIGURE-136987-R|28,480 JPY|39,600 JPY|28.08%|https://img.amiami.com/images/product/main/221/FIGURE-136987.jpg
Pre-owned|Hololive Production Yuzuki Choco 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-149909-R|13,480 JPY|18,700 JPY|27.91%|https://img.amiami.com/images/product/main/231/FIGURE-149909.jpg
Pre-owned|Yosuga no Sora - Sora Kasugano Black Chinese Dress Ver. 1/7 Complete Figure (Miyazawa Models Limited Distribution Item)|https://www.amiami.com/eng/detail/?gcode=FIGURE-009234-R|10,980 JPY|15,180 JPY|27.67%|https://img.amiami.com/images/product/main/144/FIGURE-009234.jpg
Pre-owned|"Macross Frontier " Ranka Lee -Amaterasu Ver.- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-160178-R|27,880 JPY|38,500 JPY|27.58%|https://img.amiami.com/images/product/main/233/FIGURE-160178.jpg
Pre-owned|MARVEL BISHOUJO - MARVEL UNIVERSE: Thor 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-021617-R|7,180 JPY|9,900 JPY|27.47%|https://img.amiami.com/images/product/main/163/FIGURE-021617.jpg
Pre-owned|Fate/Grand Order Pretender/Lady Avalon 1/7 Scale Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-170174-R|20,680 JPY|28,500 JPY|27.44%|https://img.amiami.com/images/product/main/242/FIGURE-170174.jpg
Pre-owned|Is the order a rabbit?? Rize (Cafe Style) 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-119463-R|9,980 JPY|13,750 JPY|27.42%|https://img.amiami.com/images/product/main/204/FIGURE-119463.jpg
Pre-owned|Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai Mai Sakurajima -Color Dress ver.- 1/7 Complete Figure (Aniplex Plus Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-145898-R|11,180 JPY|15,400 JPY|27.4%|https://img.amiami.com/images/product/main/231/FIGURE-145898.jpg
Pre-owned|Movie "The Quintessential Quintuplets" Itsuki Nakano -Floral Dress Ver.- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-163708-R|21,580 JPY|29,700 JPY|27.34%|https://img.amiami.com/images/product/main/241/FIGURE-163708.jpg
Pre-owned|[AmiAmi Limited Edition] RIDDLE JOKER Ayase Mitsukasa 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-129289-R|15,240 JPY|20,900 JPY|27.08%|https://img.amiami.com/images/product/main/213/FIGURE-129289.jpg
Limited|[AmiAmi Exclusive Bonus] Mushoku Tensei: Jobless Reincarnation II -Isekai Ittara Honki Dasu- Sylphiette Greyrat Changing mode 1/7 Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-187178-R|13,480 JPY|18,480 JPY|27.06%|https://img.amiami.com/images/product/main/252/FIGURE-187178.jpg
Pre-owned|Fate/Extra Nero Claudius & Tamamo no Mae TYPE-MOON Racing ver. 1/7 Complete Figures|https://www.amiami.com/eng/detail/?gcode=FIGURE-611597-R|23,980 JPY|32,800 JPY|26.89%|https://img.amiami.com/images/product/main/203/FIGURE-611597.jpg
Pre-owned|Hatsune Miku Summer Fireworks ver. 1/7 Scale Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-144439-R|23,980 JPY|32,780 JPY|26.85%|https://img.amiami.com/images/product/main/223/FIGURE-144439.jpg
Pre-owned|Wife Regular Edition 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-175364-R|16,180 JPY|22,110 JPY|26.82%|https://img.amiami.com/images/product/main/244/FIGURE-175364.jpg
Sale|Belongs to Mars District 13 Middle Close-quarters Combat Type M.A.I.D Mary 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-182311|19,980 JPY|27,280 JPY|26.76%|https://img.amiami.com/images/product/main/251/FIGURE-182311.jpg
Sale|[Bonus] Echocalypse Lilith Pure White Pledge Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-181248|21,000 JPY|28,600 JPY|26.57%|https://img.amiami.com/images/product/main/251/FIGURE-181248.jpg
Pre-owned|Swimsuit Girl Rofewa Illustrated by EBKim 1/7 Scale Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-157515-R|8,080 JPY|11,000 JPY|26.55%|https://img.amiami.com/images/product/main/233/FIGURE-157515.jpg
Pre-owned|TV Anime "Dandadan" Momo 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-180145-R|16,980 JPY|23,100 JPY|26.49%|https://img.amiami.com/images/product/main/244/FIGURE-180145.jpg
Pre-owned|GRIDMAN UNIVERSE Yume Minami Chinese Dress Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-198508-R|13,780 JPY|18,700 JPY|26.31%|https://img.amiami.com/images/product/main/261/FIGURE-198508.jpg
Pre-owned|Shizuku 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-133563-R|10,380 JPY|14,080 JPY|26.28%|https://img.amiami.com/images/product/main/214/FIGURE-133563.jpg
Pre-owned|[Bonus] Blue Archive Ichika 1/7 Complete Figure (Good Smile Company Official Shop Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-192982-R|12,180 JPY|16,500 JPY|26.18%|https://img.amiami.com/images/product/main/254/FIGURE-192982.jpg
Pre-owned|Heaven Burns Red Megumi Aikawa 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-157877-R|17,080 JPY|23,100 JPY|26.06%|https://img.amiami.com/images/product/main/233/FIGURE-157877.jpg
Pre-owned|Majo no Tabitabi Elaina -Early Summer Sky- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-152018-R|19,980 JPY|27,000 JPY|26.0%|https://img.amiami.com/images/product/main/231/FIGURE-152018.jpg
Pre-owned|Shining Tears - Ryuna 1/7 Complete Figure [Sega Direct Limited Edition]|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-03254-R|3,910 JPY|5,280 JPY|25.95%|https://img.amiami.com/images/product/main/131/FIG-MOE-03254.jpg
Pre-owned|Fate/Grand Order Alter Ego/Souji Okita [Alter] -Absolute Blade: Endless Three Stage- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-058762-R|18,380 JPY|24,800 JPY|25.89%|https://img.amiami.com/images/product/main/202/FIGURE-058762.jpg
Pre-owned|Azur Lane Formidable Barairo no Seiten Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-165967-R|19,980 JPY|26,950 JPY|25.86%|https://img.amiami.com/images/product/main/241/FIGURE-165967.jpg
Sale|GODDESS OF VICTORY: NIKKE Isabel 1/7 Complete Figure Bonus Edition|https://www.amiami.com/eng/detail/?gcode=FIGURE-181485|24,980 JPY|33,550 JPY|25.54%|https://img.amiami.com/images/product/main/251/FIGURE-181485.jpg
Pre-owned|"Ranma 1/2" Original Manga Shampoo 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-179523-R|19,660 JPY|26,400 JPY|25.53%|https://img.amiami.com/images/product/main/244/FIGURE-179523.jpg
Pre-owned|Blue Archive Izuna 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-185703-R|19,360 JPY|25,980 JPY|25.48%|https://img.amiami.com/images/product/main/252/FIGURE-185703.jpg
Pre-owned|WIXOSS - Kokuten no Miko Tamayorihime Limited Edition 1/7 Complete Figure [Monthly HobbyJAPAN 2016 Sept. & Oct. Issue Mail Order, Particular Shop Exclusive]|https://www.amiami.com/eng/detail/?gcode=FIGURE-029722-R|10,780 JPY|14,463 JPY|25.46%|https://img.amiami.com/images/product/main/172/FIGURE-029722.jpg
Pre-owned|My Teen Romantic Comedy SNAFU. Completion Iroha Isshiki -White Kimono- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-056537-R|14,640 JPY|19,580 JPY|25.23%|https://img.amiami.com/images/product/main/201/FIGURE-056537.jpg
Pre-owned|G.A.D_Karasu 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-139970-R|10,320 JPY|13,800 JPY|25.22%|https://img.amiami.com/images/product/main/222/FIGURE-139970.jpg
Pre-owned|Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai Shoko Makinohara -Wedding ver.- 1/7 Complete Figure (Aniplex Plus Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-057223-R|13,480 JPY|18,000 JPY|25.11%|https://img.amiami.com/images/product/main/202/FIGURE-057223.jpg
Pre-owned|Frame Arms Girl - Ao Gennai 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-029270-R|8,080 JPY|10,780 JPY|25.05%|https://img.amiami.com/images/product/main/172/FIGURE-029270.jpg
Sale|[Bonus] Azur Lane Owari Shimmering Forsythia Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-175157|16,500 JPY|22,000 JPY|25.0%|https://img.amiami.com/images/product/main/243/FIGURE-175157.jpg
New|Hatsune Miku Summer Fireworks ver. 1/7 Scale Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-144439|24,585 JPY|32,780 JPY|25.0%|https://img.amiami.com/images/product/main/223/FIGURE-144439.jpg
Sale|[Bonus] Epic Seven New Moon Luna 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-179368|21,120 JPY|28,160 JPY|25.0%|https://img.amiami.com/images/product/main/244/FIGURE-179368.jpg
Sale|[Bonus] "Neptunia x SENRAN KAGURA: Ninja Wars" Purple Heart / Black Heart Kimono Ver. Dual Figure Set 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-191688|49,500 JPY|66,000 JPY|25.0%|https://img.amiami.com/images/product/main/253/FIGURE-191688.jpg
Sale|Ying Mo illustration by Kishi yasuri 1/7 Complete Figure Deluxe Edition|https://www.amiami.com/eng/detail/?gcode=FIGURE-172362|23,925 JPY|31,900 JPY|25.0%|https://img.amiami.com/images/product/main/243/FIGURE-172362.jpg
Sale|Mushoku Tensei: Jobless Reincarnation II -Isekai Ittara Honki Dasu- Sylphiette Greyrat Changing mode 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-185586|13,860 JPY|18,480 JPY|25.0%|https://img.amiami.com/images/product/main/252/FIGURE-185586.jpg
Sale|NieR:Automata Ver1.1a A2 (YoRHa Model A No. 2) 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-178468|15,000 JPY|20,000 JPY|25.0%|https://img.amiami.com/images/product/main/244/FIGURE-178468.jpg
New|[Bonus] League of Legends K/DA ALL OUT Kai'Sa 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-182875|14,850 JPY|19,800 JPY|25.0%|https://img.amiami.com/images/product/main/251/FIGURE-182875.jpg
New|FALSLANDER HEXE 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-180319|20,460 JPY|27,280 JPY|25.0%|https://img.amiami.com/images/product/main/244/FIGURE-180319.jpg
Sale|Sugar Apple Fairy Tale Anne Halford 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-173571|22,275 JPY|29,700 JPY|25.0%|https://img.amiami.com/images/product/main/243/FIGURE-173571.jpg
Sale|The Quintessential Quintuplets SS Yotsuba Nakano Fallen Angel ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-149160|22,275 JPY|29,700 JPY|25.0%|https://img.amiami.com/images/product/main/224/FIGURE-149160.jpg
Pre-owned|Arknights Amiya: Solo Around The World Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-180802-R|20,250 JPY|27,000 JPY|25.0%|https://img.amiami.com/images/product/main/251/FIGURE-180802.jpg
Pre-owned|Blue Archive Ichika 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-178262-R|12,430 JPY|16,500 JPY|24.67%|https://img.amiami.com/images/product/main/244/FIGURE-178262.jpg
Pre-owned|Overlord Albedo Season4 so-bin ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-152167-R|33,080 JPY|43,890 JPY|24.63%|https://img.amiami.com/images/product/main/231/FIGURE-152167.jpg
Pre-owned|Character Vocal Series 01 Hatsune Miku Hatsune Miku Symphony: 2023 Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-177654-R|22,480 JPY|29,800 JPY|24.56%|https://img.amiami.com/images/product/main/244/FIGURE-177654.jpg
Pre-owned|[Bonus] Fox Spirit Matchmaker Honghong Tushan Golden Feather Dress Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-146071-R|19,780 JPY|26,180 JPY|24.45%|https://img.amiami.com/images/product/main/224/FIGURE-146071.jpg
Pre-owned|KDcolle KONOSUBA-God's blessing on this wonderful world! Aqua: Sneaker Bunko 30th Anniversary ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-153208-R|16,470 JPY|21,780 JPY|24.38%|https://img.amiami.com/images/product/main/232/FIGURE-153208.jpg
Pre-owned|Echocalypse Leviathan: Striking Grace ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-161199-R|22,480 JPY|29,700 JPY|24.31%|https://img.amiami.com/images/product/main/234/FIGURE-161199.jpg
Pre-owned|TV Anime "The Quintessential Quintuplets SS" Ichika Nakano Angel ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-170663-R|22,480 JPY|29,700 JPY|24.31%|https://img.amiami.com/images/product/main/242/FIGURE-170663.jpg
Sale|[Bonus] Honkai: Star Rail Dan Heng/Imbibitor Lunae DX Edition 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-171348|29,980 JPY|39,600 JPY|24.29%|https://img.amiami.com/images/product/main/242/FIGURE-171348.jpg
Pre-owned|[Bonus] Rascal Does Not Dream of a Sister Venturing Out Kaede Azusagawa 1/7 Complete Figure (Aniplex Online Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-181352-R|14,380 JPY|18,900 JPY|23.92%|https://img.amiami.com/images/product/main/252/FIGURE-181352.jpg
Pre-owned|Moekore PLUS No.12 Shin Koihime Musou - Ryubi (Touka) 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-03559-R|6,280 JPY|8,250 JPY|23.88%|https://img.amiami.com/images/product/main/124/FIG-MOE-03559.jpg
Pre-owned|Blue Archive Sunaookami Shiroko (Swimsuit) 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-157525-R|11,040 JPY|14,500 JPY|23.86%|https://img.amiami.com/images/product/main/233/FIGURE-157525.jpg
Pre-owned|Natsume Eri 1/7 Scale Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-167447-R|20,980 JPY|27,500 JPY|23.71%|https://img.amiami.com/images/product/main/241/FIGURE-167447.jpg
Pre-owned|[Bonus] TV Anime "Atelier Ryza: Ever Darkness & the Secret Hideout" Lila Decyrus Swimsuit Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-185549-R|15,120 JPY|19,800 JPY|23.64%|https://img.amiami.com/images/product/main/252/FIGURE-185549.jpg
Pre-owned|Yuru Camp Rin Shima Shibireko Camp ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-158460-R|15,980 JPY|20,900 JPY|23.54%|https://img.amiami.com/images/product/main/233/FIGURE-158460.jpg
Pre-owned|[Bonus] Girls' Frontline Type95 Kite Flyer in Spring Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-155474-R|13,480 JPY|17,600 JPY|23.41%|https://img.amiami.com/images/product/main/232/FIGURE-155474.jpg
Pre-owned|PRISMA WING No Game No Life Shiro 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-139035-R|26,980 JPY|35,200 JPY|23.35%|https://img.amiami.com/images/product/main/222/FIGURE-139035.jpg
Sale|[Bonus] Genshin Impact Xiao, Guardian Yaksha Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-144784|19,800 JPY|25,800 JPY|23.26%|https://img.amiami.com/images/product/main/223/FIGURE-144784.jpg
Pre-owned|FALSLANDER HEXE 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-180319-R|20,980 JPY|27,280 JPY|23.09%|https://img.amiami.com/images/product/main/244/FIGURE-180319.jpg
Pre-owned|13 Sentinels: Aegis Rim Megumi Yakushiji 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-160584-R|16,780 JPY|21,780 JPY|22.96%|https://img.amiami.com/images/product/main/234/FIGURE-160584.jpg
Pre-owned|ToHeart2 - Tamaki Kosaka -School Swimsuit Maid ver.- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-1417-R|6,480 JPY|8,360 JPY|22.49%|https://img.amiami.com/images/product/main/094/FIG-MOE-1417.jpg
Pre-owned|Movie KonoSuba: God's Blessing on this Wonderful World! Kurenai Densetsu Megumin School Uniform ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-052563-R|11,980 JPY|15,400 JPY|22.21%|https://img.amiami.com/images/product/main/193/FIGURE-052563.jpg
Pre-owned|[Bonus] Love Live! Nijigasaki High School Idol Club Kasumi Nakasu 1/7 Complete Figure (PLUM Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-164972-R|17,980 JPY|23,100 JPY|22.16%|https://img.amiami.com/images/product/main/241/FIGURE-164972.jpg
Pre-owned|"Princess Connect! Re:Dive" Kokkoro (Princess) 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-157364-R|26,980 JPY|34,650 JPY|22.14%|https://img.amiami.com/images/product/main/233/FIGURE-157364.jpg
