Condition|Title|Link|Discounted Price|Original Price|Discount|Image
Pre-owned|[Bonus] SSR FIGURE Wakening White Haired-Chan 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-178719-R|6,580 JPY|11,550 JPY|43.03%|https://img.amiami.com/images/product/main/244/FIGURE-178719.jpg
Pre-owned|Genshin Impact Barbara 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-137640-R|11,180 JPY|19,580 JPY|42.9%|https://img.amiami.com/images/product/main/221/FIGURE-137640.jpg
Pre-owned|Love Live! Sunshine!! Hanamaru Kunikida Uniform Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-187662-R|9,980 JPY|17,380 JPY|42.58%|https://img.amiami.com/images/product/main/252/FIGURE-187662.jpg
Pre-owned|Date A Live IV Mukuro Hoshimiya 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-151980-R|15,180 JPY|26,400 JPY|42.5%|https://img.amiami.com/images/product/main/231/FIGURE-151980.jpg
Pre-owned|GRIDMAN UNIVERSE Rikka Takarada Chinese Dress Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-198163-R|10,780 JPY|18,700 JPY|42.35%|https://img.amiami.com/images/product/main/261/FIGURE-198163.jpg
Pre-owned|Hitozuma Elf illustration by Sue 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-180786-R|10,780 JPY|18,700 JPY|42.35%|https://img.amiami.com/images/product/main/251/FIGURE-180786.jpg
Pre-owned|TV Anime "Atelier Ryza: Ever Darkness & the Secret Hideout" Klaudia Valentz Swimsuit ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-181958-R|13,980 JPY|24,200 JPY|42.23%|https://img.amiami.com/images/product/main/251/FIGURE-181958.jpg
Pre-owned|A-Z: [D] 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-123909-R|7,980 JPY|13,800 JPY|42.17%|https://img.amiami.com/images/product/main/211/FIGURE-123909.jpg
Pre-owned|Is It Wrong to Try to Pick Up Girls in a Dungeon? IV Hestia -Shiromuku- 1/7 Scale Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-150212-R|24,980 JPY|43,120 JPY|42.07%|https://img.amiami.com/images/product/main/231/FIGURE-150212.jpg
Pre-owned|Azur Lane Baltimore Light Equipment Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-136253-R|11,980 JPY|20,680 JPY|42.07%|https://img.amiami.com/images/product/main/221/FIGURE-136253.jpg
Pre-owned|[Bonus] Enna Alouette 1/7 Scale Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-172642-R|19,780 JPY|34,100 JPY|41.99%|https://img.amiami.com/images/product/main/243/FIGURE-172642.jpg
Pre-owned|Atelier Sophie: The Alchemist of the Mysterious Book - Plachta 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-032687-R|11,380 JPY|19,580 JPY|41.88%|https://img.amiami.com/images/product/main/173/FIGURE-032687.jpg
Pre-owned|Kantai Collection -Kan Colle- Oyodo Regular Edition 1/7 Complete Figure [Monthly HobbyJAPAN 2017 Dec. Issue & 2018 Jan. Issue Mail Order, Particular Shop Exclusive]|https://www.amiami.com/eng/detail/?gcode=FIGURE-040201-R|7,580 JPY|13,037 JPY|41.86%|https://img.amiami.com/images/product/main/183/FIGURE-040201.jpg
Sale|Virtuous Nun Grace 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-167926|8,980 JPY|15,400 JPY|41.69%|https://img.amiami.com/images/product/main/241/FIGURE-167926.jpg
Pre-owned|PHANTASY STAR ONLINE 2 es Cool Breeze Gene [Summer Vacation] 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-169011-R|13,480 JPY|23,100 JPY|41.65%|https://img.amiami.com/images/product/main/242/FIGURE-169011.jpg
Pre-owned|Love Live! Nijigasaki High School Idol Club Emma Verde 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-181995-R|14,780 JPY|25,300 JPY|41.58%|https://img.amiami.com/images/product/main/251/FIGURE-181995.jpg
Pre-owned|G.I. JOE Bishoujo Baroness 25th Anniversary Blue Limited Edition 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-057198-R|7,720 JPY|13,200 JPY|41.52%|https://img.amiami.com/images/product/main/201/FIGURE-057198.jpg
Pre-owned|[Bonus] Saekano: How to Raise a Boring Girlfriend Flat - Utaha Kasumigaoka Swimsuit Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-029468-R|5,670 JPY|9,676 JPY|41.4%|https://img.amiami.com/images/product/main/172/FIGURE-029468.jpg
Pre-owned|Love Live! Sunshine!! Riko Sakurauchi Special 7ver. 1/7 Complete Figure [7net Shopping Exclusive]|https://www.amiami.com/eng/detail/?gcode=FIGURE-040862-R|12,780 JPY|21,780 JPY|41.32%|https://img.amiami.com/images/product/main/183/FIGURE-040862.jpg
Pre-owned|Azur Lane Centaur 1/7 Complete Figure [Kotobukiya Shop Exclusive]|https://www.amiami.com/eng/detail/?gcode=FIGURE-060887-R|10,980 JPY|18,700 JPY|41.28%|https://img.amiami.com/images/product/main/203/FIGURE-060887.jpg
Pre-owned|THE IDOLM@STER Cinderella Girls Kirari Moroboshi Ankira!? Kyousoukyoku ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-143529-R|16,180 JPY|27,500 JPY|41.16%|https://img.amiami.com/images/product/main/223/FIGURE-143529.jpg
Pre-owned|Girls' Frontline Am RFB 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-146053-R|11,880 JPY|20,152 JPY|41.05%|https://img.amiami.com/images/product/main/224/FIGURE-146053.jpg
Pre-owned|KDcolle Angel Beats! Kanade Tachibana Swimsuit ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-173410-R|12,870 JPY|21,780 JPY|40.91%|https://img.amiami.com/images/product/main/243/FIGURE-173410.jpg
Sale|PRISMA WING Tokyo Revengers Seishu Inui 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-174101|24,000 JPY|40,590 JPY|40.87%|https://img.amiami.com/images/product/main/243/FIGURE-174101.jpg
Pre-owned|GUILTY GEAR -STRIVE- Bridget 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-160284-R|16,780 JPY|28,380 JPY|40.87%|https://img.amiami.com/images/product/main/233/FIGURE-160284.jpg
Pre-owned|KDcolle The Detective is Already Dead. Light Novel Edition Siesta: Catgirl Maid ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-131366-R|10,280 JPY|17,380 JPY|40.85%|https://img.amiami.com/images/product/main/213/FIGURE-131366.jpg
Pre-owned|Blue Archive Hanako Regular Edition 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-167872-R|13,580 JPY|22,880 JPY|40.65%|https://img.amiami.com/images/product/main/241/FIGURE-167872.jpg
Pre-owned|Sword Art Online Alice Swimsuit Ver. 1/7 Complete Figure (Dengekiya Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-060502-R|8,480 JPY|14,278 JPY|40.61%|https://img.amiami.com/images/product/main/203/FIGURE-060502.jpg
Pre-owned|Kantai Collection -Kan Colle- Zuiho 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-017765-R|10,980 JPY|18,480 JPY|40.58%|https://img.amiami.com/images/product/main/161/FIGURE-017765.jpg
Pre-owned|ARMS NOTE Kouhai-chan of the Swimming Club 1/7 Complete Figure (Monthly HobbyJAPAN 2020 Feb & March Issue Mail Order, HobbyJAPAN Online Shop, etc Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-120755-R|8,910 JPY|14,980 JPY|40.52%|https://img.amiami.com/images/product/main/211/FIGURE-120755.jpg
Sale|Genshin Impact Aether 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-142927|11,000 JPY|18,480 JPY|40.48%|https://img.amiami.com/images/product/main/223/FIGURE-142927.jpg
Pre-owned|[Bonus] Saekano: How to Raise a Boring Girlfriend Flat Michiru Hyodo Swimsuit Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-044370-R|6,980 JPY|11,713 JPY|40.41%|https://img.amiami.com/images/product/main/184/FIGURE-044370.jpg
Sale|[Bonus] Movie "GRIDMAN UNIVERSE" Akane Shinjo: Dreamy Divas Ver. Plushie Set 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-179751|14,980 JPY|25,080 JPY|40.27%|https://img.amiami.com/images/product/main/244/FIGURE-179751.jpg
Pre-owned|[Bonus] Fate/Grand Order Berserker/Musashi Miyamoto 1/7 Complete Figure [Kotobukiya Shop Exclusive]|https://www.amiami.com/eng/detail/?gcode=FIGURE-128421-R|8,550 JPY|14,300 JPY|40.21%|https://img.amiami.com/images/product/main/213/FIGURE-128421.jpg
Limited|[amiami Exclusive Bonus] Azur Lane Formidable The Lady of the Beach ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-162345-R|14,480 JPY|24,200 JPY|40.17%|https://img.amiami.com/images/product/main/234/FIGURE-162345.jpg
Sale|Azur Lane Azuma Soft Voice of Spring Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-145753|19,000 JPY|31,680 JPY|40.03%|https://img.amiami.com/images/product/main/223/FIGURE-145753.jpg
Sale|PRISMA WING Date A Bullet White Queen DX Edition 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-172130|46,134 JPY|76,890 JPY|40.0%|https://img.amiami.com/images/product/main/242/FIGURE-172130.jpg
Sale|Sayuri: Dairy Cow Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-175978|6,540 JPY|10,900 JPY|40.0%|https://img.amiami.com/images/product/main/243/FIGURE-175978.jpg
Sale|[Bonus] Neural Cloud Persicaria Besotted Evernight Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-169346|13,860 JPY|23,100 JPY|40.0%|https://img.amiami.com/images/product/main/242/FIGURE-169346.jpg
Sale|Original Character Assassin Niko 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-170427|13,200 JPY|22,000 JPY|40.0%|https://img.amiami.com/images/product/main/242/FIGURE-170427.jpg
Sale|[Bonus] Path to Nowhere Hamel "Odile" VER. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-173464|15,312 JPY|25,520 JPY|40.0%|https://img.amiami.com/images/product/main/243/FIGURE-173464.jpg
Sale|[Bonus] Atelier Ryza: Ever Darkness & the Secret Hideout Ryza, Klaudia & Lila Swimsuit Ver. Set 1/7 Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-185546|33,660 JPY|56,100 JPY|40.0%|https://img.amiami.com/images/product/main/252/FIGURE-185546.jpg
Sale|[Bonus] Huang Qi 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-164896|11,880 JPY|19,800 JPY|40.0%|https://img.amiami.com/images/product/main/241/FIGURE-164896.jpg
Sale|THE IDOLM@STER Cinderella Girls [Pretty Liar] Kaede Takagaki + 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-178834|17,880 JPY|29,800 JPY|40.0%|https://img.amiami.com/images/product/main/244/FIGURE-178834.jpg
Sale|Kuro illustration by Kirino 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-171248|17,820 JPY|29,700 JPY|40.0%|https://img.amiami.com/images/product/main/242/FIGURE-171248.jpg
Sale|Shoto 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-181633|13,860 JPY|23,100 JPY|40.0%|https://img.amiami.com/images/product/main/251/FIGURE-181633.jpg
Sale|Summer Waiter illustration by Kink 1/7 Complete Figure Bonus Inclusive Limited Edition|https://www.amiami.com/eng/detail/?gcode=FIGURE-166952|13,200 JPY|22,000 JPY|40.0%|https://img.amiami.com/images/product/main/241/FIGURE-166952.jpg
Sale|Uten Kekkou illustration by siki 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-151255|12,507 JPY|20,845 JPY|40.0%|https://img.amiami.com/images/product/main/231/FIGURE-151255.jpg
Sale|Uten Kekkou illustration by siki 1/7 Complete Figure Limited Edition w/Bonus|https://www.amiami.com/eng/detail/?gcode=FIGURE-151256|13,780 JPY|22,968 JPY|40.0%|https://img.amiami.com/images/product/main/231/FIGURE-151256.jpg
Pre-owned|[Bonus] Azur Lane Centaur 1/7 Complete Figure [Kotobukiya Shop Exclusive]|https://www.amiami.com/eng/detail/?gcode=FIGURE-051073-R|11,250 JPY|18,700 JPY|39.84%|https://img.amiami.com/images/product/main/194/FIGURE-051073.jpg
Pre-owned|Kantai Collection -Kan Colle- Kashima [8th Anniversary] Limited Edition (w/Military Patch) 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-126332-R|12,580 JPY|20,880 JPY|39.75%|https://img.amiami.com/images/product/main/212/FIGURE-126332.jpg
Pre-owned|Lucrea Princess Connect! Re:Dive Karyl (Summer) 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-129375-R|10,480 JPY|17,380 JPY|39.7%|https://img.amiami.com/images/product/main/213/FIGURE-129375.jpg
Pre-owned|GRIDMAN UNIVERSE Rikka Takarada & Yume Minami Set Chinese Dress Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-197891-R|21,780 JPY|36,080 JPY|39.63%|https://img.amiami.com/images/product/main/261/FIGURE-197891.jpg
Pre-owned|G.I. JOE Bishoujo Scarlett Sky-blue Limited Edition 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-057200-R|7,980 JPY|13,200 JPY|39.55%|https://img.amiami.com/images/product/main/201/FIGURE-057200.jpg
Pre-owned|Ying Mo illustration by Kishi yasuri 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-172361-R|17,980 JPY|29,700 JPY|39.46%|https://img.amiami.com/images/product/main/243/FIGURE-172361.jpg
Pre-owned|Jingai Makyo - Ignis 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=HOB-FIG-3577-R|4,320 JPY|7,124 JPY|39.36%|https://img.amiami.com/images/product/main/062/HOB-FIG-3577.jpg
Pre-owned|Honey Blonde - Eleanor Mercer -Royal Black ver.- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-2873-R|5,350 JPY|8,800 JPY|39.2%|https://img.amiami.com/images/product/main/113/FIG-MOE-2873.jpg
Pre-owned|Anime "[Oshi no Ko]" Ai -Aqua & Ruby- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-171607-R|18,450 JPY|30,250 JPY|39.01%|https://img.amiami.com/images/product/main/242/FIGURE-171607.jpg
Pre-owned|Blue Archive Kaho Memorial Lobby Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-180256-R|16,780 JPY|27,500 JPY|38.98%|https://img.amiami.com/images/product/main/244/FIGURE-180256.jpg
Pre-owned|The Quintessential Quintuplets SS Nino Nakano Wedding Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-129803-R|12,780 JPY|20,900 JPY|38.85%|https://img.amiami.com/images/product/main/213/FIGURE-129803.jpg
Pre-owned|Azur Lane Perseus Light Armor Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-166148-R|19,350 JPY|31,634 JPY|38.83%|https://img.amiami.com/images/product/main/241/FIGURE-166148.jpg
Pre-owned|GUILTY GEAR -STRIVE- 1/7 Scale Figure - Bridget|https://www.amiami.com/eng/detail/?gcode=FIGURE-153365-R|15,280 JPY|24,970 JPY|38.81%|https://img.amiami.com/images/product/main/232/FIGURE-153365.jpg
Pre-owned|Overlord Clementine 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-163848-R|17,020 JPY|27,800 JPY|38.78%|https://img.amiami.com/images/product/main/234/FIGURE-163848.jpg
Pre-owned|THE IDOLM@STER Cinderella Girls Miria Akagi Party Time Gold Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-044563-R|9,980 JPY|16,280 JPY|38.7%|https://img.amiami.com/images/product/main/184/FIGURE-044563.jpg
Pre-owned|Girls und Panzer the Movie - Carpaccio 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-035990-R|8,680 JPY|14,080 JPY|38.35%|https://img.amiami.com/images/product/main/174/FIGURE-035990.jpg
Pre-owned|4-Leaves- Schwarzesmarken: Irisdina "Kuro no Senkoku" ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-017848-R|5,980 JPY|9,680 JPY|38.22%|https://img.amiami.com/images/product/main/161/FIGURE-017848.jpg
Pre-owned|Love Live! Sunshine!! Hanamaru Kunikida Uniform Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-042049-R|8,980 JPY|14,520 JPY|38.15%|https://img.amiami.com/images/product/main/183/FIGURE-042049.jpg
Pre-owned|"Overlord IV" Albedo Hermes Trismegistus Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-173589-R|22,480 JPY|36,300 JPY|38.07%|https://img.amiami.com/images/product/main/243/FIGURE-173589.jpg
Pre-owned|Azur Lane Amagi Wending Waters, Serene Lotus Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-172356-R|22,980 JPY|37,070 JPY|38.01%|https://img.amiami.com/images/product/main/242/FIGURE-172356.jpg
Pre-owned|Azur Lane Vampire 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-042496-R|10,780 JPY|17,380 JPY|37.97%|https://img.amiami.com/images/product/main/183/FIGURE-042496.jpg
Pre-owned|The Art of Shunya Yamashita - Mirei-san (Black Suit) 1/7 Complete Figure [Kotobukiya Shop Limited]|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-07124-R|4,780 JPY|7,700 JPY|37.92%|https://img.amiami.com/images/product/main/124/FIG-MOE-07124.jpg
Pre-owned|Fate/Grand Order Lancer/Scathach [Stage 3] 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-135588-R|11,980 JPY|19,250 JPY|37.77%|https://img.amiami.com/images/product/main/221/FIGURE-135588.jpg
Pre-owned|Lycoris Recoil Takina Inoue Wedding dress Ver. 1/7 Scale Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-171228-R|15,280 JPY|24,500 JPY|37.63%|https://img.amiami.com/images/product/main/242/FIGURE-171228.jpg
Pre-owned|Fate/stay night - Saber Dress Code 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-8479-R|6,320 JPY|10,120 JPY|37.55%|https://img.amiami.com/images/product/main/133/FIG-MOE-8479.jpg
Pre-owned|Re:ZERO -Starting Life in Another World- Rem Aqua Orb Ver. 1/7 Scale Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-144536-R|20,680 JPY|33,000 JPY|37.33%|https://img.amiami.com/images/product/main/223/FIGURE-144536.jpg
Pre-owned|PRISMA WING Piapro Characters Kagamine Rin "Art by lack" 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-181229-R|20,780 JPY|32,890 JPY|36.82%|https://img.amiami.com/images/product/main/251/FIGURE-181229.jpg
Pre-owned|Sasami-san@Ganbaranai - Tsurugi Yagami 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-005255-R|7,630 JPY|12,019 JPY|36.52%|https://img.amiami.com/images/product/main/141/FIGURE-005255.jpg
Sale|Azur Lane Honolulu 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-137618|23,000 JPY|36,080 JPY|36.25%|https://img.amiami.com/images/product/main/221/FIGURE-137618.jpg
Pre-owned|Sword Art Online Asuna Yuuki Swimsuit Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-050615-R|8,780 JPY|13,750 JPY|36.15%|https://img.amiami.com/images/product/main/193/FIGURE-050615.jpg
Pre-owned|[Bonus] Alban Knox 1/7 Scale Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-172644-R|18,980 JPY|29,700 JPY|36.09%|https://img.amiami.com/images/product/main/243/FIGURE-172644.jpg
Pre-owned|Sword Art Online Alicization Suguha Kirigaya Swimsuit Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-051555-R|8,820 JPY|13,750 JPY|35.85%|https://img.amiami.com/images/product/main/193/FIGURE-051555.jpg
Pre-owned|Re:ZERO -Starting Life in Another World- Rem Sleep Sharing Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-026170-R|8,480 JPY|13,200 JPY|35.76%|https://img.amiami.com/images/product/main/164/FIGURE-026170.jpg
Pre-owned|Valkyria Chronicles DUEL Riela Marcellis 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-120187-R|10,480 JPY|16,280 JPY|35.63%|https://img.amiami.com/images/product/main/204/FIGURE-120187.jpg
Sale|Azur Lane Unicorn -A Dream of Pure Vows- 1/7 Scale Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-174346|25,500 JPY|39,600 JPY|35.61%|https://img.amiami.com/images/product/main/243/FIGURE-174346.jpg
Sale|Manjuu Musume Tsumugu Illustrated by Ranfu 1/7 Complete Figure Bonus Inclusive Limited Edition|https://www.amiami.com/eng/detail/?gcode=FIGURE-171729|17,000 JPY|26,400 JPY|35.61%|https://img.amiami.com/images/product/main/242/FIGURE-171729.jpg
Pre-owned|Nijisanji Ange Katrina 1/7 Complete Figure (Kotobukiya Shop Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-158632-R|12,780 JPY|19,800 JPY|35.45%|https://img.amiami.com/images/product/main/234/FIGURE-158632.jpg
Pre-owned|Azur Lane Ark Royal 1/7 Complete Figure Regular Edition|https://www.amiami.com/eng/detail/?gcode=FIGURE-154258-R|29,790 JPY|45,980 JPY|35.21%|https://img.amiami.com/images/product/main/232/FIGURE-154258.jpg
Pre-owned|THE IDOLM@STER Million Live! Tsumugi Shiraishi -Celebrate Miyabi- Limited Edition 1/7 Complete Figure (Kotobukiya Shop Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-169159-R|17,820 JPY|27,500 JPY|35.2%|https://img.amiami.com/images/product/main/243/FIGURE-169159.jpg
Pre-owned|The Rising of the Shield Hero Raphtalia 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-051943-R|10,350 JPY|15,950 JPY|35.11%|https://img.amiami.com/images/product/main/193/FIGURE-051943.jpg
Pre-owned|The Journey of Elaina Elaina Knit One-piece Dress ver. 1/7 Scale Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-155305-R|12,150 JPY|18,700 JPY|35.03%|https://img.amiami.com/images/product/main/232/FIGURE-155305.jpg
Sale|Goddess of Victory: Nikke Modernia 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-180385|17,420 JPY|26,800 JPY|35.0%|https://img.amiami.com/images/product/main/244/FIGURE-180385.jpg
Pre-owned|SSSS.GRIDMAN Akane Shinjo 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-175340-R|10,380 JPY|15,950 JPY|34.92%|https://img.amiami.com/images/product/main/243/FIGURE-175340.jpg
Pre-owned|SSSS.GRIDMAN Rikka Takarada 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-152157-R|9,880 JPY|15,180 JPY|34.91%|https://img.amiami.com/images/product/main/231/FIGURE-152157.jpg
Pre-owned|Fate/kaleid liner Prisma Illya 3rei!! Illyasviel PRISMA Racing ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-123592-R|18,120 JPY|27,800 JPY|34.82%|https://img.amiami.com/images/product/main/211/FIGURE-123592.jpg
Pre-owned|Macross Frontier Sheryl Nome -Anniversary Stage Ver.- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-154845-R|23,480 JPY|36,000 JPY|34.78%|https://img.amiami.com/images/product/main/232/FIGURE-154845.jpg
Pre-owned|Date A Live II - Kurumi Tokisaki 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-008770-R|8,470 JPY|12,980 JPY|34.75%|https://img.amiami.com/images/product/main/144/FIGURE-008770.jpg
Pre-owned|Is the order a rabbit?? - Chino (Cafe Style) 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-033741-R|8,980 JPY|13,750 JPY|34.69%|https://img.amiami.com/images/product/main/173/FIGURE-033741.jpg
Pre-owned|TV Anime "Lycoris Recoil" Chisato Nishikigi 1/7 Complete Figure (Aniplex Online Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-167432-R|14,380 JPY|22,000 JPY|34.64%|https://img.amiami.com/images/product/main/241/FIGURE-167432.jpg
Pre-owned|Love Live! Nijigasaki High School Idol Club Lanzhu Zhong PLUM Exclusive Deluxe Edition 1/7 Complete Figure (PLUM Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-186849-R|17,980 JPY|27,500 JPY|34.62%|https://img.amiami.com/images/product/main/252/FIGURE-186849.jpg
Pre-owned|Mahou Shoujo Misanee Space Suit Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-130595-R|15,280 JPY|23,320 JPY|34.48%|https://img.amiami.com/images/product/main/213/FIGURE-130595.jpg
Pre-owned|PSYCHO BUNNY illustration by LOVECACAO 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-175836-R|12,980 JPY|19,800 JPY|34.44%|https://img.amiami.com/images/product/main/243/FIGURE-175836.jpg
Pre-owned|Heaven Burns Red Yuina Shirakawa 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-176734-R|19,480 JPY|29,700 JPY|34.41%|https://img.amiami.com/images/product/main/244/FIGURE-176734.jpg
Pre-owned|My Teen Romantic Comedy SNAFU. Completion Yukino Yukinoshita & Yui Yuhigahama Ending Ver. 1/7 Complete Figures|https://www.amiami.com/eng/detail/?gcode=FIGURE-125987-R|25,980 JPY|39,600 JPY|34.39%|https://img.amiami.com/images/product/main/212/FIGURE-125987.jpg
Limited|[AmiAmi Exclusive Bonus] Sankai Series Vol.1 Kotsu-Kotsu 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-130351-R|12,280 JPY|18,700 JPY|34.33%|https://img.amiami.com/images/product/main/213/FIGURE-130351.jpg
Pre-owned|Love Live! Nijigasaki High School Idol Club ODAIBA Gamers Mascot Girl Setsuna Yuuki 1/7 Complete Figure (Gamers Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-133669-R|10,480 JPY|15,950 JPY|34.29%|https://img.amiami.com/images/product/main/214/FIGURE-133669.jpg
Pre-owned|TV Anime "Atelier Ryza: Ever Darkness & the Secret Hideout" 1/7 Reisalin Stout Nightclothes ver. Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-182728-R|14,480 JPY|22,000 JPY|34.18%|https://img.amiami.com/images/product/main/251/FIGURE-182728.jpg
